agent,timestamp,x_location,y_location
Agent 2,38,58.38324464932674,96.88599644725096
Agent 2,39,71.23201233672637,71.75815327193358
Agent 2,40,90.79264390729954,98.57301158024525
Agent 2,41,61.63643798816152,21.917776627595142
Agent 2,42,69.65116996987118,61.16165516992167
Agent 2,43,46.44995307900933,23.92722304920255
Agent 2,44,43.05196933774004,64.66347200349666
Agent 2,45,69.2826152256146,57.44584469077204
Agent 2,46,80.33055161880539,56.780615793881005
Agent 2,47,35.75124223986555,91.7183880986612
Agent 2,48,2.646987786605315,25.06284636862153
Agent 2,49,39.45466762545613,37.155546221456106
Agent 2,50,96.29220660433555,99.80249751738569
Agent 3,1,79.88347850842065,37.11345945035451
Agent 3,2,79.43898859585856,78.90550495138736
Agent 3,3,77.30636236246772,82.14147669760325
Agent 3,4,20.430562367122118,64.01294894469397
Agent 3,5,90.69310200870544,6.213349513052913
Agent 3,6,64.04625211972979,96.94035967120385
Agent 3,7,68.18737089891545,85.71812427326985
Agent 3,8,24.769372144984025,21.715649896119437
Agent 3,9,44.20922461769079,4.128658728041035
Agent 3,10,27.034364013239408,59.27251662253982
Agent 3,11,91.25433264123983,6.754347211137501
Agent 3,12,82.56242635568177,49.317333287116405
Agent 3,13,79.83175047777834,56.67160470759308
Agent 3,14,94.14593715216525,22.209791760343112
Agent 3,15,96.3131641994062,82.04912760550799
Agent 3,16,6.300829749272074,25.700505978461763
Agent 3,17,88.84844522769053,19.146166311800883
Agent 3,18,24.88060764388007,6.4288665854556175
Agent 3,19,88.74963773965997,32.94039381425482
Agent 3,20,80.47765563130214,82.43578069900866
Agent 3,21,63.3572529662531,57.25640576644461
Agent 3,22,56.166436557902955,84.60919202544062
Agent 3,23,24.479487998851024,22.015986723593393
Agent 3,24,14.630414913368483,21.122203144649486
Agent 3,25,28.785759657292832,70.60847137260666
Agent 3,26,70.12374760594533,22.657824131920535
Agent 3,27,98.2687494930964,22.298467388753473
Agent 3,28,62.06883789431874,81.54574925078252
Agent 3,29,26.446720383408152,57.659097504031244
Agent 3,30,21.43330716961106,20.802956715818087
Agent 3,31,96.87323966510509,61.42077569985444
Agent 3,32,44.572470871412975,67.70053312702002
Agent 3,33,11.971727363657813,33.16652235015473
Agent 3,34,37.48768002485483,0.5268785481361449
Agent 3,35,0.4593822671370207,51.483120731361545
Agent 3,36,27.140027952157354,9.660405187299336
Agent 3,37,12.900269496800432,66.28503067215203
Agent 3,38,44.740781792241634,47.25369183186281
Agent 3,39,70.34057201651443,28.50890444836719
Agent 3,40,60.746640724095094,40.172514368796776
Agent 3,41,85.29074099825972,60.143050018895714
Agent 3,42,10.178063276342863,93.18640667750778
Agent 3,43,57.0403066500528,71.67448239512612
Agent 3,44,84.17898794220463,98.85094469692633
Agent 3,45,92.05449390562976,58.66961462681329
Agent 3,46,47.11426056583024,11.038429869911626
Agent 3,47,81.66421056870675,66.82728343527961
Agent 3,48,98.7056602490732,74.64351611413194
Agent 3,49,62.552522221133,47.33787084713986
Agent 3,50,61.15264182176223,53.03118542834937
Agent 4,1,29.62334618276016,54.22795643884489
Agent 4,2,80.58985734854909,80.23113703513575
Agent 4,3,74.85962634095512,44.43877759703725
Agent 4,4,5.328691517300543,26.824101335849004
Agent 4,5,44.79887521158851,75.83248545963389
Agent 4,6,10.440414823463929,28.384031707790346
Agent 4,7,74.61631818558804,74.1356313329172
Agent 4,8,80.00660672780567,65.58545568319914
Agent 4,9,20.387980874818833,92.82829581565196
Agent 4,10,53.79277396780628,7.4124428151564175
Agent 4,11,53.93676005735766,34.95022681176003
Agent 4,12,80.6464714803964,17.309439285486295
Agent 4,13,60.72326925763463,52.11471811918608
Agent 4,14,91.84142744735558,44.3736475841092
Agent 4,15,74.97034222714277,65.96733016855546
Agent 4,16,13.68758793875875,55.8465836746611
Agent 4,17,76.7599330785054,46.47945994682768
Agent 4,18,1.5119584046214052,44.325694456876484
Agent 4,19,74.55320735634197,68.32456408934966
Agent 4,20,53.22472997149378,17.3784733990326
Agent 4,21,33.6895903413018,35.302942571272375
Agent 4,22,65.24865851283356,57.00923310260224
Agent 4,23,35.96905496632744,81.83792443061057
Agent 4,24,35.481364599589895,95.40783888174596
Agent 4,25,76.86715061652475,84.3361389020876
Agent 4,26,98.11604059951587,39.29087188201061
Agent 4,27,37.57893486788893,86.34247060442138
Agent 4,28,24.215823384898407,39.6297398242495
Agent 4,29,28.09718162683026,36.94978394058872
Agent 4,30,53.29305763873299,48.673780673871434
Agent 4,31,3.2655914649769024,22.031792662622472
Agent 4,32,50.7433873644791,96.75340307473147
Agent 4,33,25.91887883027838,22.982722977543325
Agent 4,34,95.75061078407538,10.419883518409879
Agent 4,35,64.33107629958941,38.47621262514333
Agent 4,36,30.679189070148794,47.157140027566925
Agent 4,37,81.43881093187835,61.431113177321286
Agent 4,38,12.586131537449653,10.078362456315382
Agent 4,39,51.566670776169374,64.3816522286153
Agent 4,40,68.9664735134987,82.44786180155235
Agent 4,41,93.22724497386344,64.91950238880654
Agent 4,42,82.84395835116678,86.05673857537907
Agent 4,43,99.3931165754664,33.13745821769902
Agent 4,44,84.20069614057114,82.41946961570957
Agent 4,45,40.905740475197746,50.81606751525729
Agent 4,46,4.4529624293070835,17.69759796101109
Agent 4,47,28.89609656071016,82.94157841650632
Agent 4,48,51.47223847052301,71.77825358538567
Agent 4,49,99.59976375729386,15.818087502155699
Agent 4,50,30.361168117355074,81.35818190211518
Agent 1,51,-54.57793772462632,64.39071020679964
Agent 1,52,-53.98378162578322,60.375179556423134
Agent 1,53,-58.045375902815714,59.36152584883709
Agent 1,54,-55.99740308343901,56.99322578392944
Agent 1,55,-58.50230810981081,65.53196701506847
Agent 1,56,-55.875780360129546,59.19902305056944
Agent 1,57,-60.80704424899751,58.92958841969757
Agent 1,58,-56.63248313116397,58.83644585016781
Agent 1,59,-57.45271588409616,63.70202720279662
Agent 1,60,-54.102185139125226,64.85171205041927
Agent 1,61,-55.2615752116641,57.96176082954042
Agent 1,62,-53.54457741129586,59.64978167567591
Agent 1,63,-60.16695781026713,60.95691982881939
Agent 1,64,-55.05490017252675,62.65248916638689
Agent 1,65,-53.97461188275112,57.25936412608789
Agent 1,66,-59.38179644617244,59.230095060164174
Agent 1,67,-58.24217120362525,56.43445346273391
Agent 1,68,-59.28743857825865,64.1298832434029
Agent 1,69,-54.55357868999958,60.793792928192296
Agent 1,70,-54.90077284769759,60.78076839778637
Agent 1,71,-63.59218015515158,50.0943216072527
Agent 1,72,-38.2151544400027,5.552745383319957
Agent 1,73,-32.844776659002534,66.74724270152254
Agent 1,74,-98.624695525381,25.20284359228453
Agent 1,75,-34.1603014345264,30.051962274985733
Agent 1,76,-57.25998289696238,51.468517797315805
Agent 1,77,-23.136454860957883,60.23829392107214
Agent 1,78,-10.391891192805147,89.48438253280587
Agent 1,79,-90.93904845567153,90.21386183117028
Agent 1,80,-12.434394216993795,61.448848412442715
Agent 1,81,-1.820545430300399,73.29016894617017
Agent 1,82,-45.046321521352105,15.574158922420212
Agent 1,83,-32.47516740968436,70.43666578437055
Agent 1,84,-99.93409999911664,46.668290766039846
Agent 1,85,-25.639350496752613,47.44374382160471
Agent 1,86,-50.400288087610804,40.035800302303336
Agent 1,87,-13.42149697708814,60.30348650106128
Agent 1,88,-21.69837921043586,43.57315772729405
Agent 1,89,-56.29217889448708,39.96847945557579
Agent 1,90,-39.273802199857144,21.21522391189321
Agent 1,91,-79.90875855426304,90.50878078162026
Agent 1,92,-40.36575577665006,45.024272496354136
Agent 1,93,-43.9380338980386,78.56668065806461
Agent 1,94,-12.580240139626426,85.59013911872468
Agent 1,95,-80.62878023414541,95.75685456989491
Agent 1,96,-48.81806867644231,1.6989400102090935
Agent 1,97,-25.416952607459137,92.91229478314997
Agent 1,98,-90.45030747152683,31.688304645056352
Agent 1,99,-97.41146334712283,84.2318696021132
Agent 1,100,-36.57116476185921,55.64908184811961
Agent 2,51,-71.31727813864518,62.928642404886126
Agent 2,52,-74.77128696038866,55.65224982380132
Agent 2,53,-76.95640338291379,58.73573069385737
Agent 2,54,-71.42685661790813,62.08344069652115
Agent 2,55,-68.59129797752261,55.75282526945149
Agent 2,56,-71.98939543801374,58.88295072584555
Agent 2,57,-76.65137080069879,59.4841964572272
Agent 2,58,-73.92224283282113,60.33865574969357
Agent 2,59,-72.13011596559487,62.761685406047484
Agent 2,60,-71.85029271296102,57.5272303186395
Agent 2,61,-68.91967932080716,58.841498495006974
Agent 2,62,-67.67564896087558,57.724241106593944
Agent 2,63,-71.52539887717525,56.64324243044963
Agent 2,64,-67.4739904409796,60.19732560946478
Agent 2,65,-71.73965036889753,59.98169943049887
Agent 2,66,-72.51406382008125,57.21032734260137
Agent 2,67,-70.5886739201561,59.80049768846634
Agent 2,68,-67.19883822491119,59.589451343696766
Agent 2,69,-75.02085457751687,55.426199422924206
Agent 2,70,-73.54004671806615,62.069811229279175
Agent 2,71,-11.954897614693834,11.075492501431006
Agent 2,72,-65.9224738551782,82.24623261010493
Agent 2,73,-70.21173505967596,85.61940345941818
Agent 2,74,-60.22672366219752,36.43701615573545
Agent 2,75,-43.606490518283046,65.07364497195749
Agent 2,76,-58.96865379671312,3.35724601123647
Agent 2,77,-8.71477019613944,56.67420742239065
Agent 2,78,-13.489029831643421,0.11932241247570863
Agent 2,79,-33.46025216874807,46.17036458686445
Agent 2,80,-80.63262743775857,60.077914087947306
Agent 2,81,-0.9212300266144098,78.88358041976062
Agent 2,82,-73.11094645882235,36.97815367271684
Agent 2,83,-12.764426453474059,61.704179798441864
Agent 2,84,-68.24107263919505,50.97977307510999
Agent 2,85,-2.4839245662493568,78.04902746942123
Agent 2,86,-50.161992345570596,48.09437248644092
Agent 2,87,-72.69056361309528,31.94258092605463
Agent 2,88,-10.814967544025961,6.943700797985919
Agent 2,89,-63.647345752403616,24.333046740166974
Agent 2,90,-58.004439611878134,48.42340004735143
Agent 2,91,-66.94729257059797,19.459285985584096
Agent 2,92,-95.65741327407117,93.77251028551451
Agent 2,93,-70.51606207500205,82.15681377221632
Agent 2,94,-90.15925958225091,68.17611523032453
Agent 2,95,-51.87226269530135,22.457034439214763
Agent 2,96,-41.00542386412592,31.866524579901
Agent 2,97,-83.25661367136699,48.267774222298
Agent 2,98,-50.89737629820671,88.8708430706695
Agent 2,99,-41.840111216539796,98.9174735111406
Agent 2,100,-25.7548087054206,92.65138528841558
Agent 3,51,-54.09044288029646,50.22452479088524
Agent 3,52,-57.482502302880945,44.12949025367375
Agent 3,53,-54.670566237862644,49.828982081169514
Agent 3,54,-53.284665829328375,49.7053964864662
Agent 3,55,-56.358869598548154,45.34151267092009
Agent 3,56,-57.660170902119916,50.213644424840865
Agent 3,57,-54.09652969374577,43.08125141858217
Agent 3,58,-59.50626793211114,42.40044742587118
Agent 3,59,-54.50249292775727,48.260691492175376
Agent 3,60,-57.9482431354156,44.48367585845205
Agent 3,61,-53.883722481152105,44.63104477484231
Agent 3,62,-57.03996859151455,50.41218824906072
Agent 3,63,-55.77993871707187,43.17373995186858
Agent 3,64,-53.974485826902054,43.63029822267377
Agent 3,65,-53.17733906502134,48.63249410513121
Agent 3,66,-54.68297130979578,47.075028175993715
Agent 3,67,-54.35141950809026,42.79345175656613
Agent 3,68,-61.23478776045303,45.32697854919816
Agent 3,69,-56.90625961033335,50.28431668477413
Agent 3,70,-55.42179093197143,43.46460054021891
Agent 3,71,-32.94344498923451,33.748627584825094
Agent 3,72,-70.11146412003791,55.977236140528554
Agent 3,73,-26.17491063133744,97.5639405068622
Agent 3,74,-81.72729592535487,83.47208320053038
Agent 3,75,-2.3098503245994095,48.5842488952281
Agent 3,76,-16.88535955806968,93.5260906010772
Agent 3,77,-53.15375861281358,30.94881206362774
Agent 3,78,-18.583970764017764,35.026320347104864
Agent 3,79,-40.95196795338541,79.09992895233361
Agent 3,80,-17.25332786003129,92.54120533900912
Agent 3,81,-58.7287393508484,38.71969595647886
Agent 3,82,-1.173336916623768,30.215596037409664
Agent 3,83,-47.75094320653527,43.535725251859304
Agent 3,84,-2.8935293646069766,81.61723779148251
Agent 3,85,-40.31955227072611,83.11293464192414
Agent 3,86,-61.04359272070546,84.04506204847169
Agent 3,87,-31.54550982086269,88.69125979628852
Agent 3,88,-83.10305937952847,14.139211310888133
Agent 3,89,-46.891795946163825,42.23170268062717
Agent 3,90,-12.999185465150163,79.27735044024163
Agent 3,91,-18.00678771241209,49.28218333993464
Agent 3,92,-20.690156008032886,94.06694717693911
Agent 3,93,-48.290381210037204,45.31680983523812
Agent 3,94,-87.91591544044955,1.284760301795962
Agent 3,95,-21.1698966260211,5.209919548357944
Agent 3,96,-87.68119871880307,44.638546088283434
Agent 3,97,-28.4626261206828,21.3854596158605
Agent 3,98,-18.906465724562693,53.153413913427464
Agent 3,99,-92.54073552614997,10.517988268020517
Agent 3,100,-69.77726152919332,31.749180231533668
Agent 4,51,-56.83085305831333,72.01853876536231
Agent 4,52,-56.67612708907635,73.18794007264252
Agent 4,53,-58.13328733752964,80.00643200956272
Agent 4,54,-59.67455394517228,79.6820417955031
Agent 4,55,-62.96898149610052,77.29480389976314
Agent 4,56,-54.57138771394018,75.86518635406408
Agent 4,57,-58.52105459271286,78.66709636402389
Agent 4,58,-60.501831863085414,71.53804607595059
Agent 4,59,-55.979202787550584,75.8853194639631
Agent 4,60,-55.79939727511396,73.49509601422932
Agent 4,61,-55.77414956496135,75.29809169131757
Agent 4,62,-60.13705230071399,78.81872244288586
Agent 4,63,-56.126156011853446,75.31894595647044
Agent 4,64,-60.46988200176875,72.61311562641737
Agent 4,65,-56.63359116314111,71.71545880509706
Agent 4,66,-57.81311317784599,75.50757559640985
Agent 4,67,-61.73655068058368,76.44385820859479
Agent 4,68,-60.170741352379366,79.13320286388266
Agent 4,69,-58.010963883909334,72.83885461922748
Agent 4,70,-54.86106542621649,73.07510646306899
Agent 4,71,-26.968268906721292,25.167888360441605
Agent 4,72,-72.45127041101912,44.98146535383657
Agent 4,73,-40.34548758482954,96.7313881874959
Agent 4,74,-82.52574787022438,97.10471747741155
Agent 4,75,-15.243394990098807,63.84158647327776
Agent 4,76,-28.968096297119317,36.013267211472446
Agent 4,77,-77.59194668136736,68.02098606762682
Agent 4,78,-30.254472212609016,1.6604620301683748
Agent 4,79,-78.91824920679855,74.84654705550369
Agent 4,80,-50.94646657177887,56.81258825883523
Agent 4,81,-58.43724204352443,52.25771474679058
Agent 4,82,-53.62421136086395,8.443120225507739
Agent 4,83,-68.5694039462108,70.08845116869357
Agent 4,84,-89.36210445331815,20.93192435678154
Agent 4,85,-60.50165220846384,49.21675754312946
Agent 4,86,-17.02265506161946,10.111282441826697
Agent 4,87,-88.34257144407539,62.590393604985586
Agent 4,88,-87.45686454562956,97.93942595366804
Agent 4,89,-26.062653087912025,22.162629946104996
Agent 4,90,-37.25507791084771,96.80697498223158
Agent 4,91,-74.09857927222475,8.43126467606491
Agent 4,92,-86.55547232677331,54.79947841806919
Agent 4,93,-45.68461361528778,87.19731543714113
Agent 4,94,-13.588918837169246,74.82075180769097
Agent 4,95,-28.4407937466153,50.24879864000099
Agent 4,96,-23.53422700389534,6.07626759868184
Agent 4,97,-44.631937740380714,19.699399537443806
Agent 4,98,-51.839063429742836,14.45800825895337
Agent 4,99,-52.64283713724189,36.509881337852455
Agent 4,100,-85.69253398525983,88.29227911691964
Agent 1,101,-28.41637141302951,-14.292373110311878
Agent 1,102,-35.13016696719167,-14.935900022905626
Agent 1,103,-31.88763320047131,-10.737950851029527
Agent 1,104,-31.042656528470634,-12.039772195876434
Agent 1,105,-30.02813685622636,-12.857111309970485
Agent 1,106,-37.04218381913319,-12.183221709569906
Agent 1,107,-33.92786241384177,-10.346879488161228
Agent 1,108,-35.054706042791864,-14.432999134841232
Agent 1,109,-33.83078136950184,-11.517324452548188
Agent 1,110,-35.320489685725676,-17.07982889430794
Agent 1,111,-33.10633012836964,-14.476457505751382
Agent 1,112,-34.19786311471366,-18.168372066323972
Agent 1,113,-29.395534023986,-11.06769129721862
Agent 1,114,-35.25967300865043,-13.503625643942952
Agent 1,115,-29.72364975018753,-11.542146901547627
Agent 1,116,-30.122823195081942,-17.138678058217643
Agent 1,117,-31.099266224083788,-16.311303595969655
Agent 1,118,-32.91301434442737,-14.212582162371477
Agent 1,119,-30.892140043218497,-18.398981054632827
Agent 1,120,-28.692491052135296,-12.795602537293705
Agent 1,121,-5.568665094075655,-83.47161611166564
Agent 1,122,-50.919724730121594,-90.07343906078567
Agent 1,123,-56.723174258250296,-34.59970464059387
Agent 1,124,-74.28838763197248,-87.99424112069097
Agent 1,125,-9.133754998031478,-0.3778058606400094
Agent 1,126,-98.77499238141509,-91.2443086217524
Agent 1,127,-4.444028117472442,-4.248015084262576
Agent 1,128,-25.620308396344242,-87.07984859931193
Agent 1,129,-50.80203231615861,-4.142036474314992
Agent 1,130,-17.87219691955562,-38.19768416541276
Agent 1,131,-17.377711238770488,-53.184234819769586
Agent 1,132,-63.88215880485111,-57.231133669302835
Agent 1,133,-54.79270509296954,-13.791971285386708
Agent 1,134,-47.786485318179615,-82.04228269572677
Agent 1,135,-32.0579605044485,-66.35549151280796
Agent 1,136,-83.58163388272138,-79.10917761806425
Agent 1,137,-62.72558403717967,-80.1759120993596
Agent 1,138,-81.57069772618422,-32.98707959892391
Agent 1,139,-62.252164227549315,-48.4735403405047
Agent 1,140,-20.633184445337122,-18.379314559263904
Agent 1,141,-38.79764025804151,-5.477411474506098
Agent 1,142,-31.65373911377729,-24.940809601281273
Agent 1,143,-7.510633205606837,-88.66391672320138
Agent 1,144,-97.60824025500204,-70.77839458391797
Agent 1,145,-42.85135624306843,-81.71902226212342
Agent 1,146,-89.29818695088537,-30.55312308268462
Agent 1,147,-83.88833246956133,-38.44603637479829
Agent 1,148,-5.7734826521283935,-67.59105836511623
Agent 1,149,-50.96504578272166,-43.23132757931249
Agent 1,150,-53.87204608327368,-74.90154586839388
Agent 2,101,-22.578988415632182,-18.316243589674496
Agent 2,102,-17.60610153803011,-11.995401824842489
Agent 2,103,-14.284198293275207,-15.282029296496896
Agent 2,104,-17.357501321994267,-18.97985996246217
Agent 2,105,-20.934895780671944,-15.011321517666557
Agent 2,106,-20.991171908539126,-17.675361144148532
Agent 2,107,-21.681170561014362,-19.222002434071232
Agent 2,108,-16.32693881265774,-17.78701399738079
Agent 2,109,-20.642524249055818,-18.93879438842864
Agent 2,110,-19.021687573196647,-21.448867350101608
Agent 2,111,-19.37388108374548,-13.811742517017368
Agent 2,112,-17.823224772868507,-20.357074339228852
Agent 2,113,-21.668003765115746,-18.283548358595915
Agent 2,114,-17.825886583073487,-19.3731477494393
Agent 2,115,-16.680379342282386,-11.931405065552507
Agent 2,116,-18.810702924629382,-12.399024398296504
Agent 2,117,-16.32157076234336,-17.631552546069944
Agent 2,118,-22.34616663226787,-18.448739055550885
Agent 2,119,-20.91838563655324,-12.806890000486437
Agent 2,120,-13.530463409288313,-15.464915005245034
Agent 2,121,-82.6985575397897,-56.48697749602989
Agent 2,122,-60.67890128751239,-41.34587632708874
Agent 2,123,-34.86686465815498,-64.37489186455277
Agent 2,124,-17.838292952103913,-94.64450540539345
Agent 2,125,-80.00591210776795,-69.91235447614166
Agent 2,126,-68.90356255140635,-31.601556662618933
Agent 2,127,-69.64280955038149,-73.07702849516947
Agent 2,128,-30.65675432750666,-16.403425560856846
Agent 2,129,-40.52053603071296,-70.05129820349322
Agent 2,130,-35.57508207504034,-59.17842188283286
Agent 2,131,-99.86402136251083,-40.44473277520358
Agent 2,132,-35.35308454981542,-24.723027993463276
Agent 2,133,-48.46299222664875,-78.64613731833654
Agent 2,134,-20.36922283174769,-9.190673911618859
Agent 2,135,-98.1906697636546,-23.617603279896485
Agent 2,136,-54.51657928274396,-36.68190625396848
Agent 2,137,-58.405742203826286,-70.73084725000678
Agent 2,138,-20.976563528922938,-37.882329595886475
Agent 2,139,-66.26187853138336,-71.44074805606553
Agent 2,140,-88.4495398444105,-76.29745873276403
Agent 2,141,-67.71665840922947,-69.47975996070963
Agent 2,142,-1.339115025294916,-66.41111895026987
Agent 2,143,-80.77479062846378,-64.82529754867674
Agent 2,144,-63.49917174773332,-19.885526186859266
Agent 2,145,-98.35219024760902,-88.9120715572734
Agent 2,146,-6.846156257639606,-34.751342824674595
Agent 2,147,-16.674618552387585,-29.830454369804727
Agent 2,148,-13.05616893104623,-36.65312310158987
Agent 2,149,-29.46063591407976,-35.542431314576746
Agent 2,150,-94.13769948494871,-76.13003778419757
Agent 3,101,-19.148551388135186,-25.26273151596633
Agent 3,102,-22.760887807088814,-20.700129880254188
Agent 3,103,-21.120408831182687,-23.5641495703012
Agent 3,104,-22.58573627744874,-25.773744831906996
Agent 3,105,-20.336064711212728,-28.544371372040402
Agent 3,106,-24.731134405054554,-29.57345589737992
Agent 3,107,-24.881561191735365,-21.47039155371948
Agent 3,108,-23.112921038484803,-28.20663673989405
Agent 3,109,-22.905764675587545,-27.52018005992823
Agent 3,110,-19.559334283012166,-23.151924677070163
Agent 3,111,-21.12300327641317,-30.04001795862125
Agent 3,112,-23.322634221563437,-24.16373635135822
Agent 3,113,-24.707337613118593,-28.255426829858475
Agent 3,114,-21.301589634440994,-30.270213230728267
Agent 3,115,-18.63283114501684,-28.23246283962913
Agent 3,116,-24.689198530204948,-26.167359581024165
Agent 3,117,-24.034219962028647,-26.102577178925937
Agent 3,118,-18.118922513916743,-27.080269963914382
Agent 3,119,-21.404443239070353,-20.955446565815336
Agent 3,120,-25.197040791888977,-24.1770635222988
Agent 3,121,-41.99222796630233,-72.98744368320689
Agent 3,122,-95.67763214373505,-37.943947459744805
Agent 3,123,-82.75460282092033,-42.18694538024303
Agent 3,124,-17.40342112638416,-78.84761469855249
Agent 3,125,-5.592227724940258,-1.9361794525395908
Agent 3,126,-84.72209206610228,-40.639578436783765
Agent 3,127,-13.529575639695636,-95.21254463947315
Agent 3,128,-84.56951293431477,-9.602420239166136
Agent 3,129,-71.64872193938913,-32.53241916047095
Agent 3,130,-75.80080910660338,-38.583504182223294
Agent 3,131,-12.202851527040508,-53.74264377192334
Agent 3,132,-18.67200056025095,-39.2805730210457
Agent 3,133,-47.18528911902603,-91.79736939215161
Agent 3,134,-85.79588389003924,-20.112065664563033
Agent 3,135,-53.11391632366734,-74.80256783448658
Agent 3,136,-22.831377892889222,-0.4891772423989238
Agent 3,137,-28.881295315152016,-66.21635135068797
Agent 3,138,-55.05913532808082,-80.90293888311928
Agent 3,139,-93.16463235180706,-73.58111493098717
Agent 3,140,-95.63291271181242,-6.665051986547155
Agent 3,141,-14.452732608676527,-8.862960395246986
Agent 3,142,-19.259303792077972,-97.24669225745095
Agent 3,143,-8.601624816905002,-16.77754782646572
Agent 3,144,-41.92545011977787,-64.99009864607814
Agent 3,145,-3.1831259908264826,-66.89534055408733
Agent 3,146,-32.92386799533716,-29.126108325405625
Agent 3,147,-59.998347497049785,-21.697671447686375
Agent 3,148,-48.27714337152481,-62.7428113474801
Agent 3,149,-34.48252219037613,-52.0598951717329
Agent 3,150,-68.20368013391308,-57.06036349555568
Agent 4,101,-16.499411046791398,-20.426255048231678
Agent 4,102,-19.16875350281727,-17.80552255376077
Agent 4,103,-15.666533967906108,-24.13376995436758
Agent 4,104,-16.11998697279991,-21.791566754205242
Agent 4,105,-14.713728809070151,-20.98406521675537
Agent 4,106,-21.76569567274402,-23.186253279112016
Agent 4,107,-21.2346018433853,-18.296349702665545
Agent 4,108,-20.662397747247425,-24.04549390983003
Agent 4,109,-19.11618549401666,-24.303864613563583
